TIME           	H+_SNOW        	Cl-_SNOW       	HCO3-_SNOW     	Ca++_SNOW      	DOC_SNOW       	H+_SURFACE     	Cl-_SURFACE    	HCO3-_SURFACE  	Ca++_SURFACE   	DOC_SURFACE    	H+_UZ          	Cl-_UZ         	HCO3-_UZ       	Ca++_UZ        	DOC_UZ         	X-_UZ          	SOC(s)_UZ      	SOC-lz(s)_UZ   	Calcite(s)_UZ  	Calcite-lz(s)_UZ	CO2(*g)_UZ     	OH-_UZ         	CO3--_UZ       	CO2(aq)_UZ     	XDOC_UZ        	H+_LZ          	Cl-_LZ         	HCO3-_LZ       	Ca++_LZ        	DOC_LZ         	X-_LZ          	SOC(s)_LZ      	SOC-lz(s)_LZ   	Calcite(s)_LZ  	Calcite-lz(s)_LZ	CO2(*g)_LZ     	OH-_LZ         	CO3--_LZ       	CO2(aq)_LZ     	XDOC_LZ        	H+_riv         	Cl-_riv        	HCO3-_riv      	Ca++_riv       	DOC_riv        	X-_riv         	SOC(s)_riv     	SOC-lz(s)_riv  	Calcite(s)_riv 	Calcite-lz(s)_riv	CO2(*g)_riv    	OH-_riv        	CO3--_riv      	CO2(aq)_riv    	XDOC_riv       	SOC(s)_rate_UZ         	SOC-lz(s)_rate_UZ      	Calcite(s)_rate_UZ     	Calcite-lz(s)_rate_UZ  	CO2(*g)_rate_UZ        	SOC(s)_rate_LZ         	SOC-lz(s)_rate_LZ      	Calcite(s)_rate_LZ     	Calcite-lz(s)_rate_LZ  	CO2(*g)_rate_LZ        
YYYYMMDD       	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             
20151001       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.43234e-06    	1.39759e-05    	0.000333859    	0.000387683    	0.000698847    	0.0190233      	0.0850936      	7.34659e-10    	0.0128872      	2.689e-09      	10             	7.55864e-09    	1.25336e-08    	0.000987995    	0.00747667     	4.12944e-07    	9.2534e-06     	0.000727161    	0.000641856    	5.77316e-05    	0.000238699    	8.65951e-10    	0.00735729     	2.7166e-09     	0.0406103      	87             	2.67478e-08    	9.86117e-08    	0.000608137    	7.75055e-06    	5.63415e-07    	1.05346e-05    	0.000620363    	0.0005729      	0.000231665    	8.84726e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.95094e-08    	6.10557e-08    	0.000711302    	1.15274e-21    	0                      	0                      	0                      	0                      	0                      	0                      	0                      	0                      	0                      	0                      
20151002       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.15346e-06    	1.41571e-05    	0.000410538    	0.000472639    	0.000714649    	0.0189026      	0.0850927      	7.34657e-10    	0.0128816      	2.68899e-09    	10             	9.44851e-09    	1.93971e-08    	0.000971923    	0.00759736     	4.17411e-07    	9.2916e-06     	0.000725627    	0.000641137    	6.09236e-05    	0.000238285    	8.65951e-10    	0.00735729     	2.71661e-09    	0.0406103      	87             	2.64601e-08    	9.734e-08      	0.000613451    	8.16489e-06    	4.17411e-07    	9.2916e-06     	0.000725627    	0.000641137    	6.09236e-05    	9.6687e-21     	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.64601e-08    	9.734e-08      	0.000613451    	3.313e-22      	-0.0013772             	-2.65725e-12           	-0.00840529            	-2.1053e-11            	3.23754e-07            	-1.47143e-14           	-0.000356944           	7.51173e-10            	-0.000160325           	-0.000459993           
20151003       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.02474e-06    	1.43718e-05    	0.000462975    	0.000530812    	0.00074512     	0.0186743      	0.0850919      	7.34655e-10    	0.0128781      	2.68897e-09    	10             	1.06796e-08    	2.48308e-08    	0.000969723    	0.00782571     	4.18397e-07    	9.2916e-06     	0.000726385    	0.000641624    	5.95615e-05    	0.000238462    	8.65951e-10    	0.00735728     	2.71661e-09    	0.0406103      	87             	2.63986e-08    	9.72185e-08    	0.000615522    	7.98825e-06    	4.18397e-07    	9.2916e-06     	0.000726385    	0.000641624    	5.95615e-05    	9.67587e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.63986e-08    	9.72185e-08    	0.000615522    	3.24133e-22    	-0.00113891            	-2.72931e-12           	-0.00519798            	-2.04532e-11           	2.38012e-07            	-1.47143e-14           	-0.000377945           	7.38684e-10            	-0.000129671           	-0.000323411           
20151004       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	9.64927e-07    	1.45799e-05    	0.000496447    	0.000568033    	0.000760654    	0.01856        	0.0850911      	7.34654e-10    	0.0128761      	2.68896e-09    	10             	1.13703e-08    	2.84215e-08    	0.00097668     	0.00794002     	4.19244e-07    	9.2916e-06     	0.000727169    	0.000642127    	5.82277e-05    	0.000238635    	8.65951e-10    	0.00735728     	2.71662e-09    	0.0406103      	87             	2.63462e-08    	9.71336e-08    	0.000617412    	7.81505e-06    	4.19244e-07    	9.2916e-06     	0.000727169    	0.000642127    	5.82277e-05    	9.6829e-21     	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.63462e-08    	9.71336e-08    	0.000617412    	3.17105e-22    	-0.00115374            	-2.80546e-12           	-0.00296692            	-2.00015e-11           	2.40783e-07            	-1.47143e-14           	-0.000367792           	7.38853e-10            	-0.000133535           	-0.000287761           
20151005       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	9.39561e-07    	1.4835e-05     	0.000519296    	0.000593602    	0.000779799    	0.018421       	0.0850904      	7.34652e-10    	0.0128751      	2.68895e-09    	10             	1.16968e-08    	3.06365e-08    	0.000993112    	0.00807897     	4.19963e-07    	9.2916e-06     	0.00072797     	0.000642641    	5.6922e-05     	0.000238805    	8.65951e-10    	0.00735728     	2.71662e-09    	0.0406103      	87             	2.6302e-08     	9.70811e-08    	0.000619131    	7.64524e-06    	4.19963e-07    	9.2916e-06     	0.00072797     	0.000642641    	5.6922e-05     	9.68979e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.6302e-08     	9.70811e-08    	0.000619131    	3.10215e-22    	-0.00115969            	-2.85622e-12           	-0.00154316            	-1.97067e-11           	2.46528e-07            	-1.47143e-14           	-0.000358064           	7.39371e-10            	-0.000136043           	-0.000253737           
20151006       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	3.9355e-06     	1.5e-07        	1e-10          	7.75e-07       	2.83e-05       	9.34039e-07    	1.51419e-05    	0.000535924    	0.000612389    	0.000803093    	0.0182548      	0.0850895      	7.3465e-10     	0.0128747      	2.68893e-09    	10             	1.17802e-08    	3.18824e-08    	0.00101766     	0.00824525     	4.20519e-07    	9.29046e-06    	0.000728765    	0.000643131    	5.56372e-05    	0.000238972    	8.65951e-10    	0.00735727     	2.71663e-09    	0.0406103      	87             	2.62681e-08    	9.70653e-08    	0.000620607    	7.47791e-06    	4.20519e-07    	9.29046e-06    	0.000728765    	0.000643131    	5.56372e-05    	9.69657e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.62681e-08    	9.70653e-08    	0.000620607    	3.03425e-22    	-0.00123273            	-2.91844e-12           	-0.000629943           	-1.95183e-11           	2.77234e-07            	-1.47143e-14           	-0.000348728           	7.40191e-10            	-0.000149702           	-0.000228981           
20151007       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	9.40693e-07    	1.53731e-05    	0.000544531    	0.000622213    	0.000821194    	0.0181276      	0.0850886      	7.34648e-10    	0.0128746      	2.68892e-09    	10             	1.17042e-08    	3.2206e-08     	0.00104073     	0.00837238     	4.20889e-07    	9.29046e-06    	0.000729784    	0.000643786    	5.43866e-05    	0.000239135    	8.65951e-10    	0.00735727     	2.71664e-09    	0.0406103      	87             	2.62463e-08    	9.71246e-08    	0.000621993    	7.31481e-06    	4.20889e-07    	9.29046e-06    	0.000729784    	0.000643786    	5.43866e-05    	9.70319e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.62463e-08    	9.71246e-08    	0.000621993    	2.96807e-22    	-0.00135139            	-2.99291e-12           	-4.51845e-05           	-1.94006e-11           	3.29214e-07            	-1.47143e-14           	-0.000339758           	7.41259e-10            	-0.000172176           	-0.000210665           
20151008       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	9.53449e-07    	1.55963e-05    	0.000550575    	0.000629198    	0.000839112    	0.0180035      	0.0850876      	7.34646e-10    	0.0128748      	2.68891e-09    	10             	1.15526e-08    	3.21564e-08    	0.00106608     	0.0084965      	4.20963e-07    	9.29046e-06    	0.000731081    	0.00064462     	5.31627e-05    	0.000239295    	8.65951e-10    	0.00735727     	2.71664e-09    	0.0406103      	87             	2.62431e-08    	9.72913e-08    	0.000623172    	7.15499e-06    	4.20963e-07    	9.29046e-06    	0.000731081    	0.00064462     	5.31627e-05    	9.70968e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.62431e-08    	9.72913e-08    	0.000623172    	2.90322e-22    	-0.00160358            	-3.05085e-12           	0.000192495            	-1.93571e-11           	4.32129e-07            	-1.47143e-14           	-0.000331115           	7.43374e-10            	-0.000218542           	-0.000199408           
20151009       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.91831e-06    	2.82e-06       	1e-10          	2e-06          	6.92e-05       	9.6332e-07     	1.38917e-05    	0.000472655    	0.000541524    	0.00068888     	0.0191         	0.0850868      	7.34644e-10    	0.012875       	2.6889e-09     	10             	1.13688e-08    	2.70061e-08    	0.000929987    	0.0074         	4.26664e-07    	9.36068e-06    	0.000727987    	0.000643593    	6.04703e-05    	0.000238344    	8.65951e-10    	0.00735727     	2.71665e-09    	0.0406103      	87             	2.58902e-08    	9.55679e-08    	0.000628994    	8.10614e-06    	5.04781e-07    	1.02982e-05    	0.000675137    	0.000622474    	0.000190496    	9.03228e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.18466e-08    	7.46567e-08    	0.000691298    	9.67715e-22    	-0.00116476            	-3.10784e-12           	0.000315425            	-1.93388e-11           	2.96091e-07            	-1.47143e-14           	-0.000322784           	7.46845e-10            	-0.000145118           	-0.00014742            
