TIME           	H+_SNOW        	Cl-_SNOW       	HCO3-_SNOW     	Ca++_SNOW      	DOC_SNOW       	H+_SURFACE     	Cl-_SURFACE    	HCO3-_SURFACE  	Ca++_SURFACE   	DOC_SURFACE    	H+_UZ          	Cl-_UZ         	HCO3-_UZ       	Ca++_UZ        	DOC_UZ         	X-_UZ          	SOC(s)_UZ      	SOC-lz(s)_UZ   	Calcite(s)_UZ  	Calcite-lz(s)_UZ	CO2(*g)_UZ     	OH-_UZ         	CO3--_UZ       	CO2(aq)_UZ     	XDOC_UZ        	H+_LZ          	Cl-_LZ         	HCO3-_LZ       	Ca++_LZ        	DOC_LZ         	X-_LZ          	SOC(s)_LZ      	SOC-lz(s)_LZ   	Calcite(s)_LZ  	Calcite-lz(s)_LZ	CO2(*g)_LZ     	OH-_LZ         	CO3--_LZ       	CO2(aq)_LZ     	XDOC_LZ        	H+_riv         	Cl-_riv        	HCO3-_riv      	Ca++_riv       	DOC_riv        	X-_riv         	SOC(s)_riv     	SOC-lz(s)_riv  	Calcite(s)_riv 	Calcite-lz(s)_riv	CO2(*g)_riv    	OH-_riv        	CO3--_riv      	CO2(aq)_riv    	XDOC_riv       	SOC(s)_rate_UZ         	SOC-lz(s)_rate_UZ      	Calcite(s)_rate_UZ     	Calcite-lz(s)_rate_UZ  	CO2(*g)_rate_UZ        	SOC(s)_rate_LZ         	SOC-lz(s)_rate_LZ      	Calcite(s)_rate_LZ     	Calcite-lz(s)_rate_LZ  	CO2(*g)_rate_LZ        
YYYYMMDD       	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             
20151001       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.14739e-06    	9.98594e-06    	0.000292667    	0.000337546    	0.000565761    	0.0201035      	0.0852353      	7.34746e-10    	0.0128495      	2.68917e-09    	10             	9.39526e-09    	1.35968e-08    	0.000696779    	0.00639646     	4.35947e-07    	8.61102e-06    	0.000687507    	0.000606588    	6.85131e-05    	0.000237306    	8.65951e-10    	0.00735704     	2.71453e-09    	0.0406101      	87             	2.52791e-08    	8.79091e-08    	0.000608375    	9.14421e-06    	6.76488e-07    	9.35787e-06    	0.000472905    	0.000460445    	0.000338616    	8.40026e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.61124e-08    	3.81076e-08    	0.000656532    	1.59974e-21    	0                      	0                      	0                      	0                      	0                      	0                      	0                      	0                      	0                      	0                      
20151002       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	8.80922e-07    	1.01067e-05    	0.000371863    	0.000425182    	0.000582691    	0.0199593      	0.0852345      	7.34745e-10    	0.0128441      	2.68916e-09    	10             	1.23271e-08    	2.28377e-08    	0.000674778    	0.00654072     	4.40271e-07    	8.62986e-06    	0.000684506    	0.000604929    	7.26345e-05    	0.000236777    	8.65951e-10    	0.00735704     	2.71453e-09    	0.0406101      	87             	2.50278e-08    	8.66443e-08    	0.000611801    	9.67268e-06    	5.43655e-07    	9.16065e-06    	0.000572099    	0.000540328    	0.000255948    	8.74165e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.01697e-08    	5.80666e-08    	0.000634484    	1.25835e-21    	-0.00129968            	-2.21192e-12           	-0.00816267            	-2.1054e-11            	4.06635e-08            	-1.47143e-14           	-0.000428805           	5.74398e-10            	-0.000170738           	-0.000453704           
20151003       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	7.67711e-07    	1.0245e-05     	0.000423586    	0.000482453    	0.000619344    	0.0196541      	0.0852338      	7.34743e-10    	0.0128409      	2.68915e-09    	10             	1.42063e-08    	3.01136e-08    	0.000666967    	0.00684593     	4.44017e-07    	8.65005e-06    	0.000682031    	0.000603904    	7.69809e-05    	0.000236223    	8.65951e-10    	0.00735703     	2.71454e-09    	0.0406101      	87             	2.48146e-08    	8.55881e-08    	0.000614827    	1.02275e-05    	4.69749e-07    	8.84408e-06    	0.000650581    	0.000589129    	0.000142961    	9.2558e-21     	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.34281e-08    	7.69875e-08    	0.000621182    	7.44204e-22    	-0.0010593             	-2.30151e-12           	-0.00478656            	-2.03483e-11           	2.06875e-08            	-1.47143e-14           	-0.000458588           	5.59843e-10            	-0.000138696           	-0.000353216           
20151004       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	7.1907e-07     	1.03919e-05    	0.000455493    	0.000517863    	0.000657037    	0.0193498      	0.0852331      	7.34742e-10    	0.0128392      	2.68913e-09    	10             	1.52057e-08    	3.47505e-08    	0.000670071    	0.0071502      	4.4602e-07     	8.65895e-06    	0.000681696    	0.000603992    	7.7852e-05     	0.000236112    	8.65951e-10    	0.00735703     	2.71454e-09    	0.0406101      	87             	2.47031e-08    	8.51619e-08    	0.000617296    	1.03383e-05    	4.4602e-07     	8.65895e-06    	0.000681696    	0.000603992    	7.7852e-05     	9.58051e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.47031e-08    	8.51619e-08    	0.000617296    	4.1949e-22     	-0.00104682            	-2.42669e-12           	-0.00252985            	-1.9832e-11            	1.82148e-08            	-1.47143e-14           	-0.000489882           	5.48536e-10            	-0.000144815           	-0.000298703           
20151005       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	7.00971e-07    	1.05673e-05    	0.000476022    	0.000540767    	0.000683326    	0.0191431      	0.0852324      	7.3474e-10     	0.0128384      	2.68912e-09    	10             	1.56231e-08    	3.73745e-08    	0.000681567    	0.00735689     	4.46941e-07    	8.65895e-06    	0.000682541    	0.000604535    	7.6112e-05     	0.000236333    	8.65951e-10    	0.00735703     	2.71455e-09    	0.0406101      	87             	2.46532e-08    	8.50984e-08    	0.000619315    	1.01168e-05    	4.46941e-07    	8.65895e-06    	0.000682541    	0.000604535    	7.6112e-05     	9.5895e-21     	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.46532e-08    	8.50984e-08    	0.000619315    	4.105e-22      	-0.00104145            	-2.53041e-12           	-0.00122061            	-1.95089e-11           	2.1223e-08             	-1.47143e-14           	-0.000495249           	5.45134e-10            	-0.00014819            	-0.000253166           
20151006       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	3.9355e-06     	1.5e-07        	1e-10          	7.75e-07       	2.83e-05       	6.99372e-07    	1.07836e-05    	0.0004907      	0.000557287    	0.000702946    	0.0189917      	0.0852316      	7.34738e-10    	0.0128381      	2.68911e-09    	10             	1.56763e-08    	3.87028e-08    	0.000700198    	0.0075083      	4.4766e-07     	8.65748e-06    	0.000683358    	0.000605031    	7.43963e-05    	0.000236552    	8.65951e-10    	0.00735702     	2.71455e-09    	0.0406101      	87             	2.46145e-08    	8.50697e-08    	0.000621031    	9.89788e-06    	4.4766e-07     	8.65748e-06    	0.000683358    	0.000605031    	7.43963e-05    	9.59838e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.46145e-08    	8.50697e-08    	0.000621031    	4.01618e-22    	-0.00110758            	-2.60117e-12           	-0.000461088           	-1.93188e-11           	3.06954e-08            	-1.47143e-14           	-0.000481509           	5.45848e-10            	-0.000162847           	-0.000222428           
20151007       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	7.07658e-07    	1.09485e-05    	0.000498181    	0.000565786    	0.000718389    	0.0188742      	0.0852308      	7.34736e-10    	0.0128381      	2.68909e-09    	10             	1.55016e-08    	3.88776e-08    	0.000718888    	0.00762579     	4.48147e-07    	8.65748e-06    	0.000684435    	0.000605723    	7.27301e-05    	0.000236765    	8.65951e-10    	0.00735702     	2.71455e-09    	0.0406101      	87             	2.45889e-08    	8.51195e-08    	0.000622656    	9.68491e-06    	4.48147e-07    	8.65748e-06    	0.000684435    	0.000605723    	7.27301e-05    	9.60702e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.45889e-08    	8.51195e-08    	0.000622656    	3.92977e-22    	-0.0012144             	-2.66602e-12           	2.30446e-06            	-1.92078e-11           	4.70743e-08            	-1.47143e-14           	-0.000468344           	5.46749e-10            	-0.000187059           	-0.000198814           
20151008       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	7.20681e-07    	1.11063e-05    	0.000503567    	0.000571961    	0.000733543    	0.0187603      	0.0852299      	7.34735e-10    	0.0128382      	2.68908e-09    	10             	1.52277e-08    	3.86199e-08    	0.000739729    	0.00773968     	4.4827e-07     	8.65748e-06    	0.000685805    	0.000606604    	7.10995e-05    	0.000236974    	8.65951e-10    	0.00735701     	2.71456e-09    	0.0406101      	87             	2.45837e-08    	8.52771e-08    	0.000624035    	9.47613e-06    	4.4827e-07     	8.65748e-06    	0.000685805    	0.000606604    	7.10995e-05    	9.6155e-21     	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.45837e-08    	8.52771e-08    	0.000624035    	3.84505e-22    	-0.00144099            	-2.71806e-12           	0.000162333            	-1.91769e-11           	7.40235e-08            	-1.47143e-14           	-0.00045569            	5.48775e-10            	-0.000237134           	-0.000181166           
20151009       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.91831e-06    	2.82e-06       	1e-10          	2e-06          	6.92e-05       	7.30965e-07    	9.86086e-06    	0.000423306    	0.000482327    	0.000590177    	0.0198961      	0.0852292      	7.34733e-10    	0.0128384      	2.68907e-09    	10             	1.49202e-08    	3.16054e-08    	0.000634635    	0.00660388     	4.50882e-07    	8.67267e-06    	0.00068339     	0.000605614    	7.52289e-05    	0.000236446    	8.65951e-10    	0.00735701     	2.71456e-09    	0.0406101      	87             	2.44393e-08    	8.44708e-08    	0.000625511    	1.00041e-05    	5.13236e-07    	9.04762e-06    	0.000601296    	0.000566708    	0.000237728    	8.82066e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.1404e-08     	6.48859e-08    	0.000628413    	1.17934e-21    	-0.00104676            	-2.76782e-12           	0.00024135             	-1.91674e-11           	5.81002e-08            	-1.47143e-14           	-0.000443528           	5.52163e-10            	-0.000157271           	-0.000127545           
