Date	Qsim	Qobs	Precipitation	Temperature	AET	PET	Snow	Snowcover	SM	Recharge	SUZ	SLZ	Q0	Q1	Q2	Qsim_rain	Qsim_snow
20151001	1.3648824283	1.116	0.0	7.9	2.04	2.27	0.0	0.00	100.3	0.0	1.9	9.1	0.000	0.370290609	0.9945918193	1.364	0.001
20151002	1.0816873301	0.592	0.0	5.9	1.48	1.68	0.0	0.00	98.8	0.0	0.0	9.9	0.000	0.000	1.0816873301	1.081	0.001
20151003	0.9748722336	0.452	0.0	6.2	1.65	1.91	0.0	0.00	97.1	0.0	0.0	8.9	0.000	0.000	0.9748722336	0.974	0.001
20151004	0.8786049770	0.376	0.0	6.4	1.62	1.90	0.0	0.00	95.5	0.0	0.0	8.0	0.000	0.000	0.878604977	0.878	0.001
20151005	0.7918439761	0.340	0.0	7.3	1.92	2.30	0.0	0.00	93.6	0.0	0.0	7.2	0.000	0.000	0.7918439761	0.791	0.000
20151006	0.7165052435	0.319	0.1	8.6	2.28	2.77	0.0	0.00	91.4	0.0	0.0	6.5	0.000	0.000	0.7165052435	0.716	0.000
20151007	0.6457513624	0.314	0.0	10.8	1.64	2.04	0.0	0.00	89.8	0.0	0.0	5.9	0.000	0.000	0.6457513624	0.645	0.000
20151008	0.5819843272	0.308	0.0	7.1	1.42	1.80	0.0	0.00	88.3	0.0	0.0	5.3	0.000	0.000	0.5819843272	0.582	0.000
20151009	1.1153995414	1.196	17.1	7.1	0.99	1.19	0.0	0.00	99.4	5.0	1.2	8.1	0.000	0.2307888997	0.8846106416	1.115	0.001
20151010	0.9229100314	0.728	0.3	4.9	1.81	2.07	0.0	0.00	97.8	0.1	0.0	8.4	0.000	0.000	0.9229100314	0.922	0.000
20151011	0.8317739690	0.533	0.0	9.3	1.85	2.16	0.0	0.00	95.9	0.0	0.0	7.6	0.000	0.000	0.831773969	0.831	0.000
20151012	0.7496374640	0.467	0.0	13.4	1.97	2.34	0.0	0.00	94.0	0.0	0.0	6.8	0.000	0.000	0.749637464	0.749	0.000
20151013	0.8261921215	0.469	5.0	13.2	1.32	1.58	0.0	0.00	96.1	1.5	0.0	7.5	0.000	0.000	0.8261921215	0.826	0.000
20151014	0.9014914076	0.666	4.9	6.0	1.50	1.74	0.0	0.00	97.9	1.6	0.0	8.2	0.000	0.000	0.9014914076	0.901	0.000
20151015	0.8124704040	0.539	0.0	6.4	1.86	2.16	0.0	0.00	96.1	0.0	0.0	7.4	0.000	0.000	0.812470404	0.812	0.000
20151016	0.8007530502	0.553	2.2	4.2	1.79	2.11	0.0	0.00	95.8	0.7	0.0	7.3	0.000	0.000	0.8007530502	0.800	0.000
20151017	0.9553253933	0.594	7.2	-0.6	1.98	2.30	0.0	0.00	98.7	2.4	0.0	8.7	0.000	0.000	0.9553253933	0.955	0.000
20151018	0.8609883596	0.564	0.8	-3.3	0.94	1.09	0.5	1.00	97.7	0.0	0.0	7.9	0.000	0.000	0.8609883596	0.861	0.000
20151019	0.7759669748	0.516	0.8	-2.3	0.00	2.01	1.0	1.00	97.7	0.0	0.0	7.1	0.000	0.000	0.7759669748	0.776	0.000
20151020	0.7455077881	0.569	0.4	7.1	0.00	1.33	0.0	0.00	98.7	0.5	0.0	6.8	0.000	0.000	0.7455077881	0.745	0.001
20151021	0.7017227924	0.528	0.9	9.6	1.17	1.34	0.0	0.00	98.1	0.3	0.0	6.4	0.000	0.000	0.7017227924	0.701	0.001
20151022	0.6650386506	0.495	1.0	10.5	0.97	1.12	0.0	0.00	97.8	0.3	0.0	6.1	0.000	0.000	0.6650386506	0.664	0.001
20151023	0.6090651927	0.459	0.3	1.8	0.79	0.92	0.0	0.00	97.2	0.1	0.0	5.6	0.000	0.000	0.6090651927	0.608	0.001
20151024	0.5489208649	0.416	0.0	1.6	1.68	1.97	0.0	0.00	95.5	0.0	0.0	5.0	0.000	0.000	0.5489208649	0.548	0.001
20151025	0.6130693002	0.519	3.8	6.4	1.31	1.54	0.0	0.00	96.8	1.2	0.0	5.6	0.000	0.000	0.6130693002	0.611	0.002
20151026	0.5776734475	0.476	0.8	1.8	1.23	1.44	0.0	0.00	96.2	0.3	0.0	5.3	0.000	0.000	0.5776734475	0.575	0.002
20151027	0.5206290102	0.432	0.0	2.4	0.89	1.05	0.0	0.00	95.3	0.0	0.0	4.8	0.000	0.000	0.5206290102	0.519	0.002
20151028	1.2920349703	0.944	18.0	3.1	0.86	0.97	0.0	0.00	106.0	6.5	2.3	7.6	0.000	0.4627208948	0.8293140756	1.283	0.009
20151029	2.1795846244	3.926	16.9	10.5	1.67	1.72	0.0	0.00	113.4	7.8	5.4	10.1	0.000	1.0720676978	1.1075169266	2.165	0.015
20151030	1.7761876608	1.432	1.5	1.2	1.04	1.04	0.0	0.00	113.1	0.7	2.1	12.4	0.000	0.4179400219	1.3582476389	1.764	0.012
20151031	1.4332785569	1.030	0.0	1.8	1.31	1.32	0.0	0.00	111.8	0.0	0.0	13.1	0.000	0.000	1.4332785569	1.424	0.010
20151101	1.3342213431	0.931	0.9	5.2	0.83	0.84	0.0	0.00	111.4	0.4	0.0	12.2	0.000	0.000	1.3342213431	1.325	0.009
20151102	1.2258539196	0.828	0.5	5.7	1.47	1.50	0.0	0.00	110.2	0.2	0.0	11.2	0.000	0.000	1.2258539196	1.218	0.008
