Date	Qsim	Qobs	Precipitation	Temperature	AET	PET	Snow	Snowcover	SM	Recharge	SUZ	SLZ	Q0	Q1	Q2	Qsim_rain	Qsim_snow
20151001	2.1633275489	1.116	0.0	7.9	2.12	2.27	0.0	0.00	79.1	0.0	5.1	8.3	0.000	0.9967008714	1.1666266775	2.163	0.000
20151002	1.7225976747	0.592	0.0	5.9	1.53	1.68	0.0	0.00	77.6	0.0	1.5	10.2	0.000	0.2827118212	1.4398858534	1.723	0.000
20151003	1.4412959322	0.452	0.0	6.2	1.70	1.91	0.0	0.00	75.9	0.0	0.0	10.2	0.000	0.000	1.4412959322	1.441	0.000
20151004	1.2635648953	0.376	0.0	6.4	1.66	1.90	0.0	0.00	74.2	0.0	0.0	9.0	0.000	0.000	1.2635648953	1.264	0.000
20151005	1.1077504688	0.340	0.0	7.3	1.96	2.30	0.0	0.00	72.3	0.0	0.0	7.9	0.000	0.000	1.1077504688	1.108	0.000
20151006	0.9757111912	0.319	0.1	8.6	2.31	2.77	0.0	0.00	70.0	0.0	0.0	6.9	0.000	0.000	0.9757111912	0.976	0.000
20151007	0.8553929707	0.314	0.0	10.8	1.65	2.04	0.0	0.00	68.4	0.0	0.0	6.1	0.000	0.000	0.8553929707	0.855	0.000
20151008	0.7499115936	0.308	0.0	7.1	1.42	1.80	0.0	0.00	66.9	0.0	0.0	5.3	0.000	0.000	0.7499115936	0.750	0.000
20151009	1.5576699816	1.196	17.1	7.1	0.99	1.19	0.0	0.00	76.7	6.3	2.5	7.6	0.000	0.483112677	1.0745573046	1.558	0.000
20151010	1.2640112224	0.728	0.3	4.9	1.84	2.07	0.0	0.00	75.0	0.1	0.0	9.0	0.000	0.000	1.2640112224	1.264	0.000
20151011	1.1081417578	0.533	0.0	9.3	1.87	2.16	0.0	0.00	73.2	0.0	0.0	7.9	0.000	0.000	1.1081417578	1.108	0.000
20151012	0.9714930798	0.467	0.0	13.4	1.97	2.34	0.0	0.00	71.2	0.0	0.0	6.9	0.000	0.000	0.9714930798	0.971	0.000
