Date	Qsim	Qobs	Precipitation	Temperature	AET	PET	Snow	Snowcover	SM	Recharge	SUZ	SLZ	Q0	Q1	Q2	Qsim_rain	Qsim_snow
20151001	1.8591104974	1.116	0.0	7.9	2.27	2.27	0.0	0.00	69.1	0.0	4.2	10.2	0.000	0.6861151487	1.1729953486	1.859	0.000
20151002	1.5110780467	0.592	0.0	5.9	1.68	1.68	0.0	0.00	67.4	0.0	0.5	12.4	0.000	0.0795523605	1.4315256862	1.511	0.000
20151003	1.3345462080	0.452	0.0	6.2	1.86	1.91	0.0	0.00	65.6	0.0	0.0	11.6	0.000	0.000	1.334546208	1.335	0.000
20151004	1.1967092324	0.376	0.0	6.4	1.80	1.90	0.0	0.00	63.8	0.0	0.0	10.4	0.000	0.000	1.1967092324	1.197	0.000
20151005	1.0731085805	0.340	0.0	7.3	2.12	2.30	0.0	0.00	61.6	0.0	0.0	9.3	0.000	0.000	1.0731085805	1.073	0.000
20151006	0.9658089968	0.319	0.1	8.6	2.47	2.77	0.0	0.00	59.2	0.0	0.0	8.4	0.000	0.000	0.9658089968	0.966	0.000
20151007	0.8660565938	0.314	0.0	10.8	1.75	2.04	0.0	0.00	57.5	0.0	0.0	7.5	0.000	0.000	0.8660565938	0.866	0.000
20151008	0.7766069960	0.308	0.0	7.1	1.50	1.80	0.0	0.00	56.0	0.0	0.0	6.7	0.000	0.000	0.776606996	0.777	0.000
20151009	1.3757205416	1.196	17.1	7.1	1.06	1.19	0.0	0.00	66.2	5.8	1.9	9.3	0.000	0.2996427211	1.0760778205	1.376	0.000
20151010	1.1685291151	0.728	0.3	4.9	1.99	2.07	0.0	0.00	64.4	0.1	0.0	10.1	0.000	0.000	1.1685291151	1.169	0.000
20151011	1.0478390122	0.533	0.0	9.3	2.01	2.16	0.0	0.00	62.4	0.0	0.0	9.1	0.000	0.000	1.0478390122	1.048	0.000
20151012	0.9396142393	0.467	0.0	13.4	2.11	2.34	0.0	0.00	60.3	0.0	0.0	8.2	0.000	0.000	0.9396142393	0.940	0.000
20151013	1.0191157417	0.469	5.0	13.2	1.41	1.58	0.0	0.00	62.1	1.7	0.0	8.8	0.000	0.000	1.0191157417	1.019	0.000
20151014	1.0956340409	0.666	4.9	6.0	1.61	1.74	0.0	0.00	63.7	1.8	0.0	9.5	0.000	0.000	1.0956340409	1.096	0.000
20151015	0.9824728167	0.539	0.0	6.4	1.99	2.16	0.0	0.00	61.7	0.0	0.0	8.5	0.000	0.000	0.9824728167	0.982	0.000
20151016	0.9597591505	0.553	2.2	4.2	1.90	2.11	0.0	0.00	61.2	0.8	0.0	8.3	0.000	0.000	0.9597591505	0.960	0.000
20151017	0.8606315985	0.594	7.2	-0.6	2.03	2.30	4.7	1.00	59.2	0.0	0.0	7.5	0.000	0.000	0.8606315985	0.861	0.000
20151018	0.7717423147	0.564	0.8	-3.3	0.00	1.09	5.3	1.00	59.2	0.0	0.0	6.7	0.000	0.000	0.7717423147	0.772	0.000
20151019	0.6920338520	0.516	0.8	-2.3	0.00	2.01	5.8	1.00	59.2	0.0	0.0	6.0	0.000	0.000	0.692033852	0.692	0.000
20151020	0.8350641075	0.569	0.4	7.1	0.00	1.33	0.0	0.00	63.3	2.1	0.0	7.3	0.000	0.000	0.8350641075	0.816	0.019
20151021	0.7820946997	0.528	0.9	9.6	1.24	1.34	0.0	0.00	62.6	0.3	0.0	6.8	0.000	0.000	0.7820946997	0.762	0.020
20151022	0.7376432942	0.495	1.0	10.5	1.02	1.12	0.0	0.00	62.3	0.4	0.0	6.4	0.000	0.000	0.7376432942	0.717	0.021
20151023	0.6722436444	0.459	0.3	1.8	0.83	0.92	0.0	0.00	61.6	0.1	0.0	5.8	0.000	0.000	0.6722436444	0.652	0.020
20151024	0.6028117804	0.416	0.0	1.6	1.75	1.97	0.0	0.00	59.9	0.0	0.0	5.2	0.000	0.000	0.6028117804	0.585	0.018
20151025	0.6718967583	0.519	3.8	6.4	1.36	1.54	0.0	0.00	61.0	1.3	0.0	5.8	0.000	0.000	0.6718967583	0.645	0.026
20151026	0.6303168563	0.476	0.8	1.8	1.28	1.44	0.0	0.00	60.3	0.3	0.0	5.5	0.000	0.000	0.6303168563	0.604	0.026
20151027	0.5652153494	0.432	0.0	2.4	0.92	1.05	0.0	0.00	59.4	0.0	0.0	4.9	0.000	0.000	0.5652153494	0.542	0.023
20151028	1.3110636382	0.944	18.0	3.1	0.91	0.97	0.0	0.00	69.7	6.7	2.6	7.7	0.000	0.4245441361	0.8865195021	1.241	0.070
20151029	2.1296506549	3.926	16.9	10.5	1.72	1.72	0.0	0.00	77.0	7.9	5.9	10.2	0.000	0.9550125073	1.1746381476	2.021	0.109
20151030	1.8486427681	1.432	1.5	1.2	1.04	1.04	0.0	0.00	76.7	0.8	2.6	12.4	0.000	0.4156439574	1.4329988107	1.755	0.094
20151031	1.5507984766	1.030	0.0	1.8	1.32	1.32	0.0	0.00	75.4	0.0	0.0	13.5	0.000	0.000	1.5507984766	1.472	0.079
20151101	1.4354216394	0.931	0.9	5.2	0.84	0.84	0.0	0.00	75.0	0.4	0.0	12.5	0.000	0.000	1.4354216394	1.363	0.073
20151102	1.3118416958	0.828	0.5	5.7	1.50	1.50	0.0	0.00	73.8	0.2	0.0	11.4	0.000	0.000	1.3118416958	1.245	0.066
20151103	1.1811468321	0.793	0.1	8.2	1.05	1.05	0.0	0.00	72.8	0.0	0.0	10.3	0.000	0.000	1.1811468321	1.121	0.060
20151104	1.0591535237	0.746	0.0	7.5	1.26	1.26	0.0	0.00	71.5	0.0	0.0	9.2	0.000	0.000	1.0591535237	1.006	0.054
20151105	0.9497601452	0.736	0.0	11.9	1.51	1.51	0.0	0.00	70.0	0.0	0.0	8.2	0.000	0.000	0.9497601452	0.902	0.048
20151106	0.8560546162	0.721	0.1	14.4	1.60	1.60	0.0	0.00	68.5	0.0	0.0	7.4	0.000	0.000	0.8560546162	0.813	0.043
20151107	0.8356359101	0.692	1.6	6.7	1.53	1.53	0.0	0.00	67.9	0.7	0.0	7.3	0.000	0.000	0.8356359101	0.794	0.042
20151108	0.7743196750	0.691	0.6	1.1	1.63	1.66	0.0	0.00	66.6	0.2	0.0	6.7	0.000	0.000	0.774319675	0.736	0.039
20151109	0.6943450128	0.660	0.0	3.9	0.92	0.95	0.0	0.00	65.7	0.0	0.0	6.0	0.000	0.000	0.6943450128	0.660	0.035
20151110	0.6226304359	0.636	0.0	5.1	1.29	1.35	0.0	0.00	64.4	0.0	0.0	5.4	0.000	0.000	0.6226304359	0.591	0.031
20151111	0.5773663395	0.642	0.5	6.2	0.88	0.94	0.0	0.00	63.8	0.2	0.0	5.0	0.000	0.000	0.5773663395	0.549	0.029
20151112	0.9181617058	0.860	9.8	5.4	1.26	1.30	0.0	0.00	68.6	3.8	0.1	7.8	0.000	0.0207462138	0.897415492	0.877	0.042
20151113	1.4165920199	1.728	11.8	3.6	1.49	1.49	0.0	0.00	73.6	5.2	1.4	10.3	0.000	0.2321832613	1.1844087585	1.359	0.057
20151114	1.2105602375	1.754	4.9	-1.4	1.56	1.56	3.2	1.00	72.1	0.0	0.0	10.5	0.000	0.000	1.2105602375	1.161	0.049
20151115	1.0855290015	1.139	0.2	0.3	0.00	1.24	3.4	1.00	72.1	0.0	0.0	9.4	0.000	0.000	1.0855290015	1.041	0.044
20151116	0.9734114640	1.105	1.0	0.3	0.00	0.98	4.0	1.00	72.1	0.0	0.0	8.5	0.000	0.000	0.973411464	0.934	0.040
20151117	0.8728738495	0.978	0.0	-0.8	0.00	0.81	4.0	1.00	72.1	0.0	0.0	7.6	0.000	0.000	0.8728738495	0.837	0.035
20151118	0.8131648132	0.876	0.0	0.7	0.00	1.22	3.4	1.00	72.4	0.3	0.0	7.1	0.000	0.000	0.8131648132	0.780	0.033
20151119	1.2286479284	0.909	6.2	5.3	0.00	1.07	0.0	0.00	77.5	4.5	0.7	9.6	0.000	0.1197881201	1.1088598083	1.160	0.069
20151120	1.5259215526	2.448	7.7	2.6	0.69	0.69	0.0	0.00	80.4	4.0	0.9	11.9	0.000	0.1519072458	1.3740143068	1.434	0.092
20151121	1.3292459249	1.382	0.0	-0.1	1.25	1.25	0.0	0.00	79.2	0.0	0.0	11.5	0.000	0.000	1.3292459249	1.250	0.079
20151122	1.2027831505	1.177	0.2	2.4	1.08	1.08	0.0	0.00	78.2	0.1	0.0	10.4	0.000	0.000	1.2027831505	1.131	0.072
20151123	1.0785551614	1.032	1.6	-5.1	0.94	0.94	1.1	1.00	77.3	0.0	0.0	9.4	0.000	0.000	1.0785551614	1.014	0.064
20151124	0.9671579085	0.903	0.0	-7.0	0.00	0.38	1.1	1.00	77.3	0.0	0.0	8.4	0.000	0.000	0.9671579085	0.909	0.058
20151125	0.8672661848	0.904	0.0	-3.3	0.00	0.52	1.1	1.00	77.3	0.0	0.0	7.5	0.000	0.000	0.8672661848	0.815	0.052
20151126	0.8323511786	0.903	0.0	1.1	0.00	0.48	0.0	0.00	77.8	0.5	0.0	7.2	0.000	0.000	0.8323511786	0.781	0.051
20151127	0.7936525945	0.918	0.9	5.7	1.19	1.19	0.0	0.00	77.1	0.5	0.0	6.9	0.000	0.000	0.7936525945	0.744	0.050
20151128	0.7116811553	1.010	1.2	0.3	1.05	1.05	0.8	1.00	76.0	0.0	0.0	6.2	0.000	0.000	0.7116811553	0.667	0.045
20151129	0.6381760361	0.903	0.6	-5.4	0.00	0.29	1.2	1.00	76.0	0.0	0.0	5.5	0.000	0.000	0.6381760361	0.598	0.040
20151130	0.5722628034	0.793	0.1	-6.7	0.00	0.22	1.2	1.00	76.0	0.0	0.0	5.0	0.000	0.000	0.5722628034	0.536	0.036
20151201	0.5131573385	0.886	8.2	-4.3	0.00	0.65	6.6	1.00	76.0	0.0	0.0	4.5	0.000	0.000	0.5131573385	0.481	0.032
20151202	2.0329256625	3.150	19.8	1.5	0.00	0.72	4.0	1.00	86.2	12.3	7.4	7.3	0.000	1.1930874232	0.8398382393	1.857	0.176
20151203	2.6630031247	2.823	9.4	1.1	0.00	1.31	1.8	1.00	90.5	7.3	9.5	9.8	0.000	1.5302248227	1.1327783021	2.417	0.246
